user_id,signup_date,test_group,onboarding_step_reached,feature_A_clicks,feature_B_clicks,churned
USR-02264,2025-09-30,Variant,5,5,0,False
USR-02265,2025-07-29,Variant,5,2,2,False
USR-02266,2025-06-04,Variant,5,3,4,False
USR-02267,2025-03-25,Variant,5,0,1,False
USR-02268,2025-12-07,Control,2,5,1,True
USR-02269,2025-04-21,Variant,2,3,2,True
USR-02270,2025-09-08,Control,2,3,1,False
USR-02271,2025-04-04,Control,2,1,0,False
USR-02272,2025-04-16,Control,2,6,1,False
USR-02273,2025-11-12,Variant,5,2,0,False
USR-02274,2025-12-28,Variant,2,4,0,True
USR-02275,2025-01-02,Variant,3,3,1,True
USR-02276,2025-02-03,Variant,1,1,0,False
USR-02277,2025-11-14,Variant,5,3,1,False
USR-02278,2025-06-16,Variant,5,3,2,False
USR-02279,2025-04-30,Control,2,1,1,False
USR-02280,2025-08-26,Control,2,5,0,True
USR-02281,2025-03-16,Control,2,2,2,True
USR-02282,2025-05-01,Control,2,8,1,True
USR-02283,2025-01-20,Control,1,5,3,False
USR-02284,2025-10-08,Control,2,3,2,False
USR-02285,2025-09-03,Control,5,2,0,True
USR-02286,2025-08-26,Variant,2,0,0,True
USR-02287,2025-02-26,Control,3,2,1,True
USR-02288,2025-01-03,Control,2,6,1,True
USR-02289,2025-02-18,Control,2,4,2,True
USR-02290,2025-06-26,Variant,2,3,1,False
USR-02291,2025-06-06,Control,2,4,0,True
USR-02292,2025-03-23,Control,2,2,2,True
USR-02293,2025-07-04,Variant,2,2,1,False
USR-02294,2025-05-06,Control,2,2,1,False
USR-02295,2025-07-03,Control,2,3,1,False
USR-02296,2025-05-26,Control,2,3,2,False
USR-02297,2025-02-03,Control,1,5,0,True
USR-02298,2025-12-22,Control,2,5,0,True
USR-02299,2025-05-18,Control,2,2,2,True
USR-02300,2025-08-08,Variant,2,0,3,False
USR-02301,2025-12-31,Variant,2,1,2,False
USR-02302,2025-01-30,Variant,2,3,1,True
USR-02303,2025-08-16,Control,5,2,1,True
USR-02304,2025-01-24,Variant,5,5,1,False
USR-02305,2025-02-21,Control,2,2,1,False
USR-02306,2025-12-04,Control,2,2,1,True
USR-02307,2025-10-13,Variant,5,5,2,False
USR-02308,2025-02-07,Control,2,7,2,True
USR-02309,2025-03-31,Control,2,4,3,False
USR-02310,2025-01-30,Variant,5,5,0,False
USR-02311,2025-01-11,Variant,1,3,4,False
USR-02312,2025-12-20,Control,2,5,2,True
USR-02313,2025-01-11,Variant,5,2,1,False
USR-02314,2025-10-06,Variant,2,6,1,True
USR-02315,2026-01-01,Control,5,2,1,False
USR-02316,2025-08-11,Control,2,1,0,False
USR-02317,2025-03-19,Control,2,1,2,True
USR-02318,2025-07-16,Control,5,8,3,False
USR-02319,2025-06-19,Control,2,5,3,True
USR-02320,2025-07-08,Variant,3,4,4,False
USR-02321,2025-01-06,Variant,5,1,0,False
USR-02322,2025-10-29,Variant,5,6,1,False
USR-02323,2025-07-21,Control,5,1,3,False
USR-02324,2025-03-10,Variant,1,5,1,True
USR-02325,2025-04-08,Variant,2,2,0,True
USR-02326,2025-07-29,Variant,2,6,0,True
USR-02327,2025-09-01,Control,1,3,0,True
USR-02328,2025-10-14,Variant,2,6,1,True
USR-02329,2025-05-14,Control,2,3,0,False
USR-02330,2025-05-24,Control,2,6,0,True
USR-02331,2025-12-14,Control,1,5,3,False
USR-02332,2025-07-31,Variant,2,1,2,True
USR-02333,2025-08-12,Variant,5,3,1,False
USR-02334,2025-01-09,Control,2,3,2,True
USR-02335,2025-04-26,Control,1,2,1,True
USR-02336,2025-06-08,Control,2,4,2,True
USR-02337,2025-06-07,Control,2,2,0,True
USR-02338,2025-03-15,Control,2,4,0,True
USR-02339,2025-09-04,Control,2,4,3,True
USR-02340,2025-12-31,Variant,5,0,2,False
USR-02341,2025-12-23,Control,5,4,1,False
USR-02342,2025-07-08,Control,4,2,2,True
USR-02343,2025-11-15,Control,2,3,3,True
USR-02344,2025-04-07,Variant,4,3,2,True
USR-02345,2025-09-16,Variant,5,2,1,False
USR-02346,2025-03-20,Variant,1,0,0,False
USR-02347,2025-04-14,Control,5,1,0,True
USR-02348,2025-05-11,Variant,5,5,1,False
USR-02349,2025-06-19,Control,2,4,3,False
USR-02350,2025-08-03,Variant,2,2,3,False
USR-02351,2025-02-16,Variant,5,1,0,False
USR-02352,2025-01-03,Variant,2,1,4,True
USR-02353,2025-03-19,Variant,5,3,4,False
USR-02354,2025-04-26,Variant,3,3,3,True
USR-02355,2025-09-25,Control,3,3,1,True
USR-02356,2025-10-15,Variant,5,5,2,False
USR-02357,2025-08-18,Control,3,4,2,False
USR-02358,2025-10-21,Variant,2,3,2,True
USR-02359,2025-09-15,Control,2,0,3,False
USR-02360,2025-12-05,Control,5,7,0,True
USR-02361,2025-04-24,Control,2,3,3,False
USR-02362,2025-08-01,Control,1,4,3,False
USR-02363,2025-05-07,Control,5,4,3,False
USR-02364,2025-07-02,Variant,5,4,2,True
USR-02365,2025-11-12,Control,5,1,4,False
USR-02366,2025-09-18,Control,2,4,2,False
USR-02367,2025-12-24,Variant,4,3,1,True
USR-02368,2025-02-12,Control,2,4,3,False
USR-02369,2025-12-20,Variant,1,2,1,True
USR-02370,2025-07-23,Variant,5,5,3,False
USR-02371,2025-05-13,Variant,5,3,1,False
USR-02372,2025-11-16,Variant,3,1,3,False
USR-02373,2025-09-15,Control,2,4,1,False
USR-02374,2025-03-30,Variant,5,6,2,True
USR-02375,2025-12-22,Control,2,1,0,False
USR-02376,2025-10-21,Control,1,3,2,False
USR-02377,2025-11-27,Variant,2,2,0,True
USR-02378,2025-02-14,Control,2,6,0,True
USR-02379,2025-04-04,Variant,5,1,0,False
USR-02380,2025-05-21,Variant,1,4,2,False
USR-02381,2025-08-20,Variant,5,2,4,False
USR-02382,2025-03-23,Variant,2,5,0,True
USR-02383,2025-09-13,Control,1,2,2,False
USR-02384,2025-02-24,Control,2,1,3,False
USR-02385,2025-09-17,Variant,5,2,0,False
USR-02386,2025-02-23,Control,3,5,2,True
USR-02387,2025-07-12,Variant,3,2,0,True
USR-02388,2025-10-03,Variant,5,2,2,True
USR-02389,2025-01-29,Variant,2,3,1,True
USR-02390,2025-11-16,Control,2,4,0,False
USR-02391,2026-01-01,Control,2,2,0,True
USR-02392,2025-10-23,Control,2,4,3,False
USR-02393,2025-06-13,Control,2,4,2,False
USR-02394,2025-10-22,Variant,5,3,0,False
USR-02395,2025-09-24,Control,5,7,3,False
USR-02396,2025-04-14,Control,2,0,2,False
USR-02397,2025-01-09,Control,2,4,1,False
USR-02398,2025-09-15,Variant,2,5,3,False
USR-02399,2025-12-12,Variant,1,3,2,True
USR-02400,2025-10-14,Control,2,0,2,False
USR-02401,2025-07-02,Control,3,5,0,False
USR-02402,2025-03-30,Control,5,4,1,False
USR-02403,2025-04-30,Control,2,1,3,False
USR-02404,2025-10-30,Variant,5,0,2,False
USR-02405,2025-08-11,Variant,2,3,0,True
USR-02406,2025-05-21,Control,1,4,2,True
USR-02407,2025-05-03,Control,2,4,3,False
USR-02408,2025-05-31,Variant,2,1,0,True
USR-02409,2025-04-13,Control,2,2,1,True
USR-02410,2025-11-06,Variant,1,1,1,False
USR-02411,2025-07-10,Control,1,1,2,True
USR-02412,2025-01-14,Control,2,0,1,True
USR-02413,2025-06-04,Control,2,4,3,False
USR-02414,2025-05-02,Variant,4,3,0,True
USR-02415,2025-11-07,Variant,5,1,0,False
USR-02416,2025-11-08,Control,5,5,0,False
USR-02417,2026-01-01,Control,2,5,3,True
USR-02418,2025-04-03,Control,2,3,1,True
USR-02419,2025-02-07,Control,2,7,1,True
USR-02420,2025-08-16,Control,1,1,2,True
USR-02421,2025-09-26,Control,2,3,3,False
USR-02422,2025-08-23,Variant,2,5,1,False
USR-02423,2025-02-26,Control,5,2,1,False
USR-02424,2025-12-10,Control,2,2,4,False
USR-02425,2025-02-14,Variant,2,2,1,False
USR-02426,2025-06-22,Control,2,5,0,False
USR-02427,2025-01-18,Variant,5,2,1,False
USR-02428,2025-04-28,Control,1,1,1,False
USR-02429,2025-05-02,Variant,5,3,3,False
USR-02430,2025-07-12,Variant,3,3,2,False
USR-02431,2025-10-16,Variant,4,1,2,True
USR-02432,2025-09-15,Variant,3,5,1,False
USR-02433,2025-04-16,Control,2,2,2,True
USR-02434,2025-08-09,Variant,5,4,2,False
USR-02435,2025-01-25,Control,2,5,1,True
USR-02436,2025-01-02,Control,1,4,2,False
USR-02437,2025-05-23,Control,3,5,0,True
USR-02438,2025-02-06,Variant,3,4,1,False
USR-02439,2025-09-18,Control,2,4,0,False
USR-02440,2025-10-11,Variant,2,2,0,True
USR-02441,2025-08-21,Variant,5,6,1,False
USR-02442,2025-10-04,Variant,5,0,2,False
USR-02443,2025-06-01,Variant,2,1,2,True
USR-02444,2025-02-12,Control,5,0,1,False
USR-02445,2025-06-22,Control,1,2,2,True
USR-02446,2025-11-21,Control,2,1,2,False
USR-02447,2025-08-28,Control,2,2,1,True
USR-02448,2025-03-20,Control,2,8,1,False
USR-02449,2025-03-21,Control,2,5,0,True
USR-02450,2025-11-13,Control,1,2,2,True
USR-02451,2025-02-18,Variant,1,1,1,False
USR-02452,2025-12-13,Variant,2,2,1,False
USR-02453,2025-03-09,Control,2,5,3,False
USR-02454,2025-04-25,Variant,1,5,1,True
USR-02455,2025-08-16,Control,2,2,1,True
USR-02456,2025-09-15,Control,2,4,0,False
USR-02457,2025-01-07,Variant,3,1,1,True
USR-02458,2025-10-26,Control,2,1,1,True
USR-02459,2025-06-08,Control,2,1,4,False
USR-02460,2025-12-08,Variant,3,5,3,False
USR-02461,2025-01-05,Variant,5,2,1,False
USR-02462,2025-10-09,Variant,3,4,3,False
USR-02463,2025-04-20,Variant,5,4,0,False
USR-02464,2025-10-29,Variant,2,5,4,False
USR-02465,2025-05-26,Control,4,4,3,False
USR-02466,2025-05-04,Control,5,3,3,False
USR-02467,2025-09-16,Control,2,3,3,True
USR-02468,2025-02-09,Control,2,3,1,True
USR-02469,2025-03-30,Variant,2,5,1,True
USR-02470,2025-03-24,Control,2,4,2,True
USR-02471,2025-09-30,Variant,5,3,0,False
USR-02472,2025-07-26,Variant,5,2,0,True
USR-02473,2025-07-30,Variant,2,4,1,False
USR-02474,2025-12-21,Variant,3,5,5,False
USR-02475,2025-12-20,Variant,5,1,1,True
USR-02476,2025-08-07,Control,2,5,2,False
USR-02477,2025-04-21,Variant,4,5,1,False
USR-02478,2025-06-26,Control,5,2,2,False
USR-02479,2025-08-24,Variant,2,2,0,False
USR-02480,2025-10-22,Control,2,2,2,True
USR-02481,2025-05-10,Variant,2,2,2,False
USR-02482,2025-01-06,Variant,2,4,2,False
USR-02483,2025-11-15,Control,1,3,1,False
USR-02484,2025-11-27,Control,1,1,1,False
USR-02485,2025-11-15,Variant,2,5,1,False
USR-02486,2025-02-01,Control,2,2,1,True
USR-02487,2025-04-07,Variant,5,3,0,False
USR-02488,2025-11-04,Variant,5,0,4,False
USR-02489,2025-04-24,Control,3,1,1,False
USR-02490,2025-11-08,Control,2,3,1,False
USR-02491,2025-05-23,Control,2,2,4,False
USR-02492,2025-09-28,Variant,5,2,1,True
USR-02493,2025-09-25,Control,5,3,1,False
USR-02494,2025-06-27,Variant,2,2,1,True
USR-02495,2025-03-26,Control,5,3,1,False
USR-02496,2025-07-01,Variant,5,5,1,False
USR-02497,2025-12-09,Variant,2,3,2,True
USR-02498,2025-08-22,Variant,2,5,3,True
USR-02499,2025-07-08,Control,2,4,0,True
USR-02500,2025-11-01,Variant,3,4,1,False
USR-02501,2025-05-15,Variant,5,4,0,True
USR-02502,2025-11-21,Variant,2,2,1,True
USR-02503,2025-10-13,Variant,5,2,1,False
USR-02504,2025-08-01,Control,2,5,1,False
USR-02505,2025-09-17,Control,2,5,0,True
USR-02506,2025-06-19,Variant,1,1,2,False
USR-02507,2025-06-04,Control,5,3,1,False
USR-02508,2025-08-28,Variant,2,8,3,True
USR-02509,2025-06-26,Variant,5,3,1,False
USR-02510,2025-06-20,Control,3,6,2,False
USR-02511,2025-04-06,Variant,2,1,3,False
USR-02512,2025-09-27,Control,2,3,1,False
USR-02513,2025-11-22,Variant,3,2,2,False
USR-02514,2025-08-12,Variant,2,1,5,False
USR-02515,2025-10-27,Variant,2,2,2,True
USR-02516,2025-07-23,Control,1,3,0,False
USR-02517,2025-06-09,Control,2,4,0,False
USR-02518,2025-03-24,Variant,2,2,2,True
USR-02519,2025-04-17,Variant,4,2,3,False
USR-02520,2025-03-28,Variant,5,3,2,False
USR-02521,2025-05-31,Control,2,5,0,False
USR-02522,2025-05-20,Control,2,3,5,True
USR-02523,2025-07-17,Control,2,3,1,True
USR-02524,2025-05-14,Variant,2,2,1,True
USR-02525,2025-10-25,Control,2,1,2,False
USR-02526,2025-10-13,Control,2,3,3,False
USR-02527,2025-04-26,Variant,3,4,2,True
USR-02528,2025-03-31,Control,5,2,2,False
USR-02529,2025-04-06,Variant,5,1,3,False
USR-02530,2025-06-17,Variant,2,5,1,False
USR-02531,2025-11-02,Variant,1,2,3,False
USR-02532,2025-03-09,Control,1,2,0,True
USR-02533,2025-08-24,Control,5,5,2,True
USR-02534,2025-08-25,Variant,3,1,0,False
USR-02535,2025-01-17,Variant,2,3,3,False
USR-02536,2025-05-12,Variant,5,6,3,False
USR-02537,2025-12-24,Control,1,4,1,True
USR-02538,2025-07-06,Variant,2,6,3,False
USR-02539,2025-05-11,Variant,2,0,3,False
USR-02540,2025-03-27,Variant,3,3,3,False
USR-02541,2025-08-25,Variant,2,5,1,True
USR-02542,2025-11-22,Variant,5,3,2,False
USR-02543,2025-09-14,Variant,5,4,1,False
USR-02544,2025-09-21,Control,5,1,2,False
USR-02545,2025-07-21,Control,2,7,1,False
USR-02546,2025-01-30,Control,5,2,2,True
USR-02547,2025-09-29,Control,2,4,4,True
USR-02548,2025-02-13,Control,2,4,2,False
USR-02549,2025-03-30,Control,1,1,3,True
USR-02550,2025-03-25,Control,2,3,1,False
USR-02551,2025-08-22,Control,2,3,4,False
USR-02552,2025-06-13,Variant,5,6,2,True
USR-02553,2025-09-02,Variant,5,4,1,True
USR-02554,2025-09-18,Control,1,3,3,True
USR-02555,2025-10-29,Variant,3,3,0,True
USR-02556,2025-03-31,Variant,5,3,2,False
USR-02557,2025-03-02,Control,2,3,2,False
USR-02558,2025-08-06,Control,2,4,1,False
USR-02559,2025-12-22,Variant,2,3,2,False
USR-02560,2025-06-12,Variant,1,1,3,False
USR-02561,2025-03-10,Variant,3,4,3,False
USR-02562,2025-03-09,Control,2,5,1,True
USR-02563,2025-09-09,Control,2,5,1,False
USR-02564,2025-03-24,Control,4,3,1,True
USR-02565,2025-08-22,Control,5,3,0,False
USR-02566,2025-09-26,Control,2,5,0,True
USR-02567,2025-11-24,Control,5,3,4,False
USR-02568,2025-06-06,Variant,2,2,1,True
USR-02569,2025-03-03,Variant,4,3,1,False
USR-02570,2025-10-17,Control,2,1,3,True
USR-02571,2025-12-18,Variant,2,4,2,False
USR-02572,2025-09-29,Control,5,5,3,False
USR-02573,2025-04-15,Control,2,3,3,True
USR-02574,2025-07-19,Control,2,3,1,False
USR-02575,2025-12-13,Variant,2,1,2,False
USR-02576,2025-12-15,Variant,1,2,0,False
USR-02577,2025-05-02,Variant,2,2,1,False
USR-02578,2025-08-17,Control,5,6,1,True
USR-02579,2025-07-17,Variant,3,5,3,False
USR-02580,2025-10-15,Control,2,4,3,False
USR-02581,2025-10-24,Variant,5,6,1,False
USR-02582,2025-03-16,Variant,2,4,0,False
USR-02583,2025-08-07,Control,4,1,0,False
USR-02584,2025-06-02,Variant,2,6,1,False
USR-02585,2025-12-30,Variant,5,2,2,False
USR-02586,2025-11-04,Control,2,2,1,False
USR-02587,2025-05-04,Variant,5,3,0,False
USR-02588,2025-05-18,Control,2,5,3,False
USR-02589,2025-10-28,Variant,5,3,4,False
USR-02590,2025-01-09,Variant,5,3,2,False
USR-02591,2025-02-19,Variant,5,1,1,False
USR-02592,2025-05-21,Variant,2,2,0,False
USR-02593,2025-10-17,Variant,2,3,0,False
USR-02594,2025-10-11,Control,2,1,1,True
USR-02595,2025-08-09,Variant,5,1,0,True
USR-02596,2025-03-17,Control,2,4,3,False
USR-02597,2025-08-30,Control,2,2,1,False
USR-02598,2025-11-15,Control,2,4,1,True
USR-02599,2025-06-08,Control,5,4,2,False
USR-02600,2025-12-24,Variant,2,1,1,True
USR-02601,2025-07-06,Control,2,3,1,True
USR-02602,2025-08-05,Variant,1,3,5,True
USR-02603,2025-06-23,Control,2,1,1,False
USR-02604,2025-06-14,Control,5,3,1,False
USR-02605,2025-01-25,Variant,5,2,2,False
USR-02606,2025-02-23,Control,5,5,5,False
USR-02607,2025-08-17,Control,2,5,0,True
USR-02608,2025-02-21,Variant,2,6,1,False
USR-02609,2025-04-09,Control,2,3,1,True
USR-02610,2025-08-30,Variant,4,2,0,True
USR-02611,2025-09-04,Control,2,1,0,False
USR-02612,2025-11-08,Control,1,2,1,False
USR-02613,2025-05-24,Variant,4,1,0,False
USR-02614,2025-01-28,Control,3,3,1,True
USR-02615,2025-06-30,Control,5,4,3,False
USR-02616,2025-11-07,Control,5,4,3,False
USR-02617,2025-05-05,Control,2,1,1,True
USR-02618,2025-10-16,Variant,4,1,1,True
USR-02619,2025-01-29,Control,2,5,0,False
USR-02620,2025-04-21,Variant,5,3,1,False
USR-02621,2025-04-25,Variant,1,0,3,False
USR-02622,2025-09-14,Control,1,8,0,False
USR-02623,2025-02-18,Variant,2,2,1,True
USR-02624,2025-08-09,Control,1,5,2,False
USR-02625,2025-02-16,Variant,5,3,0,False
USR-02626,2025-01-25,Control,2,2,2,False
USR-02627,2025-01-22,Variant,1,7,3,False
USR-02628,2025-05-31,Control,2,0,2,False
USR-02629,2025-07-03,Control,2,3,4,True
USR-02630,2025-01-08,Variant,5,4,0,False
USR-02631,2025-02-05,Variant,5,4,1,True
USR-02632,2025-09-03,Control,3,4,1,True
USR-02633,2025-04-10,Control,2,8,2,True
USR-02634,2025-09-26,Variant,3,4,1,False
USR-02635,2025-08-21,Variant,1,2,3,False
USR-02636,2025-05-08,Variant,3,1,1,False
USR-02637,2025-08-03,Variant,2,2,2,True
USR-02638,2025-10-02,Variant,2,0,2,True
USR-02639,2025-08-05,Variant,2,4,4,False
USR-02640,2025-12-30,Control,5,3,1,False
USR-02641,2025-05-13,Control,2,1,1,True
USR-02642,2025-12-21,Variant,2,3,5,False
USR-02643,2025-05-22,Variant,2,6,1,False
USR-02644,2025-05-07,Control,2,4,1,True
USR-02645,2025-09-07,Control,2,1,2,False
USR-02646,2025-10-31,Variant,5,1,3,False
USR-02647,2025-08-29,Variant,5,3,0,False
USR-02648,2025-04-18,Control,2,3,0,True
USR-02649,2025-02-21,Control,3,7,2,False
USR-02650,2025-11-05,Control,3,5,1,False
USR-02651,2025-11-23,Control,3,7,4,False
USR-02652,2025-05-19,Control,2,3,1,True
USR-02653,2025-12-20,Control,2,2,4,False
USR-02654,2025-04-23,Variant,3,4,2,True
USR-02655,2025-01-20,Control,2,2,0,False
USR-02656,2025-10-02,Variant,1,6,0,True
USR-02657,2025-12-12,Variant,5,3,1,False
USR-02658,2025-06-23,Control,5,1,3,False
USR-02659,2025-05-14,Variant,1,2,2,True
USR-02660,2025-08-04,Control,5,6,3,False
USR-02661,2025-10-29,Variant,2,4,1,True
USR-02662,2025-07-09,Control,2,3,2,True
USR-02663,2025-03-21,Variant,5,4,1,False
USR-02664,2025-04-21,Variant,5,3,3,False
USR-02665,2025-11-30,Control,2,4,1,True
USR-02666,2025-09-29,Control,2,2,3,False
USR-02667,2025-06-14,Variant,2,7,1,False
USR-02668,2025-05-08,Variant,5,3,0,True
USR-02669,2025-07-29,Control,2,4,1,True
USR-02670,2025-01-20,Variant,1,6,0,True
USR-02671,2025-06-05,Control,5,4,0,True
USR-02672,2025-01-23,Variant,2,2,1,False
USR-02673,2025-02-15,Control,2,6,0,True
USR-02674,2025-03-01,Variant,5,2,1,False
USR-02675,2025-12-19,Control,5,3,2,False
USR-02676,2025-12-31,Control,2,2,1,True
USR-02677,2025-12-28,Control,5,4,0,False
USR-02678,2025-08-28,Control,2,6,3,True
USR-02679,2025-01-20,Variant,5,2,8,False
USR-02680,2025-03-04,Control,4,2,2,True
USR-02681,2025-01-30,Variant,2,6,2,False
USR-02682,2025-03-04,Control,2,2,3,False
USR-02683,2025-07-28,Control,3,1,0,True
USR-02684,2025-10-27,Control,3,6,2,True
USR-02685,2025-03-05,Control,2,4,4,False
USR-02686,2025-04-28,Control,1,4,3,True
USR-02687,2025-09-08,Control,2,2,4,False
USR-02688,2025-11-05,Control,2,1,1,True
USR-02689,2025-06-28,Control,1,4,2,True
USR-02690,2025-11-07,Variant,2,5,4,False
USR-02691,2025-02-12,Variant,3,5,1,False
USR-02692,2025-07-21,Control,2,2,0,False
USR-02693,2025-05-24,Control,3,2,2,False
USR-02694,2025-10-15,Variant,5,3,0,False
USR-02695,2025-11-12,Variant,2,7,1,False
USR-02696,2025-09-08,Variant,2,3,2,True
USR-02697,2025-12-28,Control,2,5,0,True
USR-02698,2025-05-30,Variant,2,4,1,True
USR-02699,2025-11-28,Variant,5,2,2,True
USR-02700,2025-05-21,Variant,3,0,1,True
USR-02701,2025-08-25,Variant,5,4,0,False
USR-02702,2025-09-24,Control,4,0,5,True
USR-02703,2025-08-13,Control,2,1,1,True
USR-02704,2025-08-26,Variant,1,1,0,False
USR-02705,2025-10-02,Variant,5,6,1,True
USR-02706,2025-10-26,Control,2,2,0,False
USR-02707,2025-09-23,Control,1,7,1,True
USR-02708,2025-03-25,Control,2,4,0,True
USR-02709,2025-08-06,Control,2,6,0,True
USR-02710,2025-02-23,Variant,5,5,5,False
USR-02711,2025-03-11,Variant,5,1,2,False
USR-02712,2025-12-06,Control,2,4,1,False
USR-02713,2025-07-30,Control,2,3,0,False
USR-02714,2025-01-23,Control,5,5,0,True
USR-02715,2025-02-18,Control,4,1,2,True
USR-02716,2025-03-14,Variant,4,3,1,False
USR-02717,2025-01-29,Variant,3,5,1,False
USR-02718,2025-08-21,Variant,2,3,4,False
USR-02719,2025-12-21,Control,1,0,0,True
USR-02720,2025-05-09,Variant,5,2,2,True
USR-02721,2025-12-14,Variant,5,2,2,False
USR-02722,2025-09-28,Variant,5,3,0,True
USR-02723,2025-01-06,Control,2,4,4,False
USR-02724,2025-08-05,Control,2,4,0,True
USR-02725,2025-08-09,Control,5,3,3,False
USR-02726,2025-11-03,Control,2,0,0,True
USR-02727,2025-09-16,Control,2,2,0,True
USR-02728,2025-01-17,Control,2,2,4,False
USR-02729,2025-10-31,Control,2,9,0,True
USR-02730,2025-01-07,Variant,5,3,0,False
USR-02731,2025-10-16,Control,2,5,3,False
USR-02732,2025-02-25,Control,2,3,3,False
USR-02733,2025-04-10,Variant,5,4,3,False
USR-02734,2025-07-03,Variant,2,2,1,True
USR-02735,2025-08-30,Variant,3,0,0,True
USR-02736,2025-06-16,Variant,5,1,1,False
USR-02737,2025-06-25,Variant,2,0,1,True
USR-02738,2025-10-03,Variant,5,2,2,False
USR-02739,2025-09-28,Control,2,5,0,False
USR-02740,2025-06-12,Control,2,3,0,False
USR-02741,2025-08-15,Control,1,3,1,True
USR-02742,2025-08-13,Control,2,2,1,True
USR-02743,2025-10-15,Control,5,1,3,False
USR-02744,2025-11-30,Variant,3,3,2,True
USR-02745,2025-07-04,Variant,2,2,2,False
USR-02746,2025-07-02,Variant,5,2,1,True
USR-02747,2025-04-24,Control,2,3,1,False
USR-02748,2025-11-16,Variant,2,1,2,False
USR-02749,2025-01-06,Variant,3,0,1,False
USR-02750,2025-06-07,Control,5,3,0,False
USR-02751,2025-10-09,Variant,5,3,3,False
USR-02752,2025-07-07,Control,5,5,1,True
USR-02753,2025-12-03,Control,2,2,1,False
USR-02754,2025-09-30,Variant,1,3,3,True
USR-02755,2025-02-03,Control,5,3,0,False
USR-02756,2025-12-05,Control,2,2,4,False
USR-02757,2025-01-13,Variant,2,6,0,True
USR-02758,2025-02-07,Variant,2,5,1,True
USR-02759,2025-02-06,Control,5,3,3,False
USR-02760,2025-01-05,Control,2,1,3,False
USR-02761,2025-03-10,Control,2,3,2,True
USR-02762,2025-01-24,Variant,5,4,2,False
USR-02763,2025-02-01,Control,4,2,0,True
USR-02764,2025-09-08,Control,3,2,0,False
USR-02765,2025-08-10,Variant,5,3,0,True
USR-02766,2025-11-17,Variant,5,2,1,False
USR-02767,2025-06-23,Control,2,1,1,True
USR-02768,2025-04-30,Variant,2,1,1,False
USR-02769,2025-02-24,Variant,5,3,2,False
USR-02770,2025-01-14,Control,1,3,2,True
USR-02771,2025-11-11,Control,5,3,2,False
USR-02772,2025-10-24,Variant,5,0,4,False
USR-02773,2025-10-13,Control,5,4,2,True
USR-02774,2025-07-05,Variant,4,3,0,False
USR-02775,2025-02-23,Control,2,5,1,False
USR-02776,2025-11-23,Control,5,8,1,True
USR-02777,2025-09-26,Control,1,3,2,True
USR-02778,2025-01-20,Control,2,2,3,True
USR-02779,2025-05-14,Control,5,5,2,False
USR-02780,2025-04-09,Control,4,3,1,True
USR-02781,2025-02-28,Variant,1,0,3,True
USR-02782,2025-08-06,Variant,3,4,0,True
USR-02783,2025-11-02,Variant,4,1,4,False
USR-02784,2025-03-20,Variant,2,1,2,False
USR-02785,2025-07-28,Control,2,2,0,False
USR-02786,2025-03-27,Variant,1,1,2,False
USR-02787,2025-05-05,Control,2,3,1,True
USR-02788,2025-01-03,Variant,5,5,3,False
USR-02789,2025-09-09,Variant,4,4,2,False
USR-02790,2025-10-26,Variant,1,3,1,True
USR-02791,2025-07-29,Variant,2,3,3,False
USR-02792,2025-08-12,Variant,3,4,1,False
USR-02793,2025-10-07,Control,2,3,1,True
USR-02794,2025-08-10,Control,2,3,4,False
USR-02795,2025-01-31,Variant,2,2,0,True
USR-02796,2025-05-17,Control,5,3,5,False
USR-02797,2025-04-13,Variant,5,4,4,False
USR-02798,2025-10-25,Variant,5,2,1,True
USR-02799,2025-03-30,Control,5,8,2,True
USR-02800,2025-02-03,Variant,5,2,2,False
USR-02801,2025-08-08,Variant,3,1,0,True
USR-02802,2025-09-18,Variant,5,8,0,True
USR-02803,2025-02-20,Variant,5,2,1,False
USR-02804,2025-09-30,Variant,4,3,2,True
USR-02805,2025-05-27,Variant,5,1,0,False
USR-02806,2025-07-21,Variant,5,3,4,False
USR-02807,2025-08-27,Control,1,6,1,True
USR-02808,2025-01-27,Control,4,3,4,False
USR-02809,2025-11-30,Variant,2,2,1,False
USR-02810,2025-02-21,Control,2,2,0,True
USR-02811,2025-02-26,Variant,2,2,1,True
USR-02812,2025-04-06,Variant,5,4,2,True
USR-02813,2025-05-24,Control,2,3,0,False
USR-02814,2025-08-08,Variant,3,1,2,False
USR-02815,2025-08-14,Variant,5,5,1,False
USR-02816,2025-09-17,Control,2,2,1,True
USR-02817,2025-03-15,Control,2,3,1,True
USR-02818,2025-09-12,Control,1,3,3,False
USR-02819,2025-05-12,Control,2,5,1,True
USR-02820,2025-09-23,Variant,4,4,2,False
USR-02821,2025-05-04,Control,3,6,0,False
USR-02822,2025-02-17,Variant,2,4,2,True
USR-02823,2025-08-07,Control,5,1,1,False
USR-02824,2025-09-06,Control,2,4,0,True
USR-02825,2025-02-09,Variant,1,2,1,False
USR-02826,2025-04-29,Variant,2,2,3,False
USR-02827,2025-01-25,Control,3,5,1,False
USR-02828,2025-04-09,Control,2,2,1,False
USR-02829,2025-07-05,Control,3,2,1,True
USR-02830,2025-06-15,Control,2,1,1,False
USR-02831,2025-01-28,Variant,5,4,1,False
USR-02832,2025-05-02,Control,2,2,2,False
USR-02833,2025-04-10,Control,2,4,1,True
